2025-07-22 19:45:29,9.8,ALERT
2025-07-22 19:45:31,0.5,NORMAL
2025-07-22 19:45:33,9.3,ALERT
2025-07-22 19:45:35,0.6,NORMAL
2025-07-22 19:45:37,1.5,NORMAL
2025-07-22 19:45:39,9.8,ALERT
2025-07-22 19:45:41,2.4,NORMAL
2025-07-22 19:45:43,6.6,ALERT
2025-07-22 19:45:45,7.6,ALERT
2025-07-22 19:45:47,3.4,NORMAL
2025-07-22 19:45:49,9.2,ALERT
2025-07-22 19:45:51,7.8,ALERT
2025-07-22 19:45:53,5.1,ALERT
2025-07-22 19:45:55,8.2,ALERT
2025-07-22 19:45:57,1.7,NORMAL
2025-07-22 19:45:59,0.9,NORMAL
2025-07-22 19:46:01,4.3,ALERT
2025-07-22 19:46:03,5.3,ALERT
2025-07-22 19:46:05,8.9,ALERT
2025-07-22 19:46:07,7.9,ALERT
2025-07-22 19:46:09,8.5,ALERT
2025-07-22 19:46:11,0.5,NORMAL
2025-07-22 19:46:13,3.0,NORMAL
2025-07-22 19:46:15,6.4,ALERT
2025-07-22 19:46:17,8.8,ALERT
2025-07-22 19:46:19,6.8,ALERT
2025-07-22 19:46:21,5.4,ALERT
2025-07-22 19:46:23,7.8,ALERT
2025-07-22 19:46:25,7.6,ALERT
2025-07-22 19:46:27,8.7,ALERT
2025-07-22 19:46:29,9.8,ALERT
2025-07-22 19:46:31,1.4,NORMAL
2025-07-22 19:46:33,8.4,ALERT
2025-07-22 19:46:35,5.4,ALERT
2025-07-22 19:46:37,7.6,ALERT
2025-07-22 19:46:39,5.5,ALERT
2025-07-22 19:46:41,4.3,ALERT
2025-07-22 19:46:43,9.6,ALERT
2025-07-22 19:46:45,6.8,ALERT
2025-07-22 19:46:47,9.9,ALERT
2025-07-22 19:46:49,2.3,NORMAL
2025-07-22 19:46:51,5.4,ALERT
2025-07-22 19:46:53,8.9,ALERT
2025-07-22 19:46:55,6.6,ALERT
2025-07-22 19:46:57,5.1,ALERT
2025-07-22 19:46:59,9.6,ALERT
2025-07-22 19:47:01,7.7,ALERT
2025-07-22 19:47:03,2.7,NORMAL
2025-07-22 19:47:05,9.6,ALERT
2025-07-22 19:47:07,7.1,ALERT
2025-07-22 19:47:09,9.9,ALERT
2025-07-22 19:47:11,1.2,NORMAL
2025-07-22 19:47:13,3.6,NORMAL
2025-07-22 19:47:15,4.3,ALERT
2025-07-22 19:47:17,3.1,NORMAL
2025-07-22 19:47:19,5.5,ALERT
2025-07-22 19:47:21,1.9,NORMAL
2025-07-22 19:47:23,7.6,ALERT
2025-07-22 19:47:25,3.6,NORMAL
2025-07-22 19:47:27,3.9,NORMAL
2025-07-22 19:47:29,7.8,ALERT
2025-07-22 19:47:31,0.6,NORMAL
2025-07-22 19:47:33,6.8,ALERT
2025-07-22 19:47:35,1.2,NORMAL
2025-07-22 19:47:37,3.4,NORMAL
2025-07-22 19:47:39,6.1,ALERT
2025-07-22 19:47:41,4.4,ALERT
2025-07-22 19:47:43,6.8,ALERT
2025-07-22 19:47:45,5.1,ALERT
2025-07-22 19:47:47,4.9,ALERT
2025-07-22 19:47:49,6.0,ALERT
2025-07-22 19:47:51,0.6,NORMAL
2025-07-22 19:47:53,2.1,NORMAL
2025-07-22 19:47:55,8.2,ALERT
2025-07-22 19:47:57,2.3,NORMAL
2025-07-22 19:47:59,3.7,NORMAL
2025-07-22 19:48:01,0.0,NORMAL
2025-07-22 19:48:03,8.9,ALERT
2025-07-22 19:48:05,0.8,NORMAL
2025-07-22 19:48:07,4.7,ALERT
2025-07-22 19:48:09,8.9,ALERT
2025-07-22 19:48:11,6.5,ALERT
2025-07-22 19:48:13,0.0,NORMAL
2025-07-22 19:48:15,4.2,ALERT
2025-07-22 19:48:17,4.1,ALERT
2025-07-22 19:48:19,5.0,ALERT
2025-07-22 19:48:21,2.1,NORMAL
2025-07-22 19:48:23,7.8,ALERT
2025-07-22 19:48:25,2.3,NORMAL
2025-07-22 19:48:27,5.6,ALERT
2025-07-22 19:48:29,6.1,ALERT
2025-07-22 19:48:31,4.4,ALERT
2025-07-22 19:48:33,3.6,NORMAL
2025-07-22 19:48:35,9.5,ALERT
2025-07-22 19:48:37,8.4,ALERT
2025-07-22 19:48:39,0.8,NORMAL
2025-07-22 19:48:41,2.6,NORMAL
2025-07-22 19:48:43,0.2,NORMAL
2025-07-22 19:48:45,5.5,ALERT
2025-07-22 19:48:47,1.9,NORMAL
2025-07-22 19:48:49,0.5,NORMAL
2025-07-22 19:48:51,0.5,NORMAL
2025-07-22 19:48:53,9.1,ALERT
2025-07-22 19:48:55,4.9,ALERT
2025-07-22 19:48:57,0.5,NORMAL
